order_id,settlement_date,gross_amount,fee,tds,net_amount,settlement_batch_id
ORD1074,2026-07-31,28946.08,578.92,0.0,28367.16,
ORD1075,2026-07-04,10362.87,207.26,0.0,10155.61,
ORD1076,2026-07-15,23314.17,466.28,0.0,22847.89,
ORD1077,2026-07-17,10613.05,212.26,0.0,10400.79,
ORD1078,2026-07-04,616.39,12.33,0.0,604.06,
ORD1079,2026-07-05,23777.45,475.55,0.0,23301.9,
ORD1080,2026-07-20,13901.4,278.03,0.0,13623.37,
ORD1081,2026-07-13,28264.87,565.3,0.0,27699.57,
ORD1082,2026-07-06,1127.99,22.56,0.0,1105.43,
ORD1084,2026-07-14,36614.89,732.3,0.0,35882.59,
ORD1085,2026-07-23,37029.19,740.58,0.0,36288.61,
ORD1086,2026-07-21,42203.49,844.07,0.0,41359.42,
ORD1087,2026-07-20,40705.9,814.12,0.0,39891.78,
ORD1088,2026-07-02,18566.5,371.33,0.0,18195.17,
ORD1089,2026-07-03,41072.52,821.45,0.0,40251.07,
ORD1090,2026-07-07,18886.43,377.73,3.78,18504.92,
ORD1091,2026-07-27,27786.67,555.73,0.0,27230.94,
ORD1092,2026-08-02,28355.39,567.11,0.0,27788.28,
ORD1093,2026-07-21,19930.81,398.62,0.0,19532.19,
ORD1094,2026-07-08,10554.7,211.09,0.0,10343.61,
ORD1095,2026-07-10,29158.88,583.18,0.0,28575.7,
ORD1096,2026-07-25,2837.71,56.75,0.0,2780.96,
ORD1097,2026-07-20,29069.14,581.38,0.0,28487.76,
ORD1099,2026-07-02,8054.75,161.09,0.0,7893.66,
ORD1100,2026-07-07,33703.74,674.07,0.0,33029.67,
ORD1101,2026-07-15,15120.64,302.41,0.0,14818.23,
ORD1102,2026-07-30,28565.97,571.32,0.0,27994.65,
ORD1103,2026-07-17,37867.15,1136.01,0.0,36731.14,
ORD1104,2026-07-25,10905.37,218.11,2.18,10685.08,
ORD1105,2026-07-14,28206.68,564.13,0.0,27642.55,
ORD1106,2026-07-06,1964.66,39.29,0.0,1925.37,
ORD1107,2026-07-21,41838.22,836.76,0.0,41001.46,
ORD1108,2026-07-02,2353.4,47.07,0.0,2306.33,
ORD1109,2026-07-25,2577.66,51.55,0.52,2525.59,
ORD1111,2026-07-28,42978.35,859.57,0.0,42118.78,
ORD1112,2026-07-29,34131.88,511.98,0.0,33619.9,
ORD1113,2026-07-08,9540.64,190.81,0.0,9349.83,
ORD1114,2026-07-29,33938.48,678.77,0.0,33259.71,
ORD1115,2026-07-06,6403.09,128.06,0.0,6275.03,
ORD1116,2026-07-23,15474.95,309.5,0.0,15165.45,
ORD1118,2026-07-24,34731.07,694.62,0.0,34036.45,
ORD1120,2026-07-16,23578.7,471.57,0.0,23107.13,
ORD1121,2026-07-17,31857.35,637.15,0.0,31220.2,
ORD1122,2026-07-25,38869.65,777.39,0.0,38092.26,
ORD1123,2026-07-07,19904.56,398.09,0.0,19506.47,
ORD1124,2026-07-26,33898.07,677.96,0.0,33220.11,
ORD1125,2026-07-13,22341.62,446.83,0.0,21894.79,
ORD1126,2026-07-18,26868.69,537.37,0.0,26331.32,
ORD1127,2026-07-20,42502.21,850.04,0.0,41652.17,
ORD1128,2026-07-24,10802.98,216.06,0.0,10586.92,
ORD1129,2026-07-22,34623.02,692.46,0.0,33930.56,
ORD1130,2026-07-23,15035.67,300.71,0.0,14734.96,
ORD1131,2026-07-15,40186.96,803.74,0.0,39383.22,
ORD1132,2026-07-23,1620.24,32.4,0.0,1587.84,
ORD1133,2026-07-10,19548.71,390.97,0.0,19157.74,
ORD1134,2026-07-15,44217.24,884.34,0.0,43332.9,
ORD1135,2026-07-19,24153.73,483.07,0.0,23670.66,
ORD1136,2026-07-13,23717.08,474.34,0.0,23242.74,
ORD1137,2026-07-16,20026.51,400.53,0.0,19625.98,
ORD1138,2026-07-06,15365.39,307.31,0.0,15058.08,
ORD1139,2026-07-10,13917.09,278.34,0.0,13638.75,
ORD1140,2026-07-10,32680.62,653.61,0.0,32027.01,
ORD1141,2026-07-08,11011.48,220.23,0.0,10791.25,
ORD1142,2026-08-04,44774.18,895.48,0.0,43878.7,
ORD1144,2026-07-15,7217.72,144.35,0.0,7073.37,
ORD1145,2026-07-15,12685.01,317.13,0.0,12367.88,
ORD1146,2026-07-08,39893.54,797.87,0.0,39095.67,
ORD1147,2026-07-02,18256.44,365.13,0.0,17891.31,
ORD1148,2026-07-19,44149.22,882.98,0.0,43266.24,
ORD1149,2026-07-02,6810.66,136.21,0.0,6674.45,
ORD1150,2026-07-30,11281.65,225.63,0.0,11056.02,
ORD1151,2026-07-09,30221.36,604.43,0.0,29616.93,
ORD1152,2026-07-23,6027.59,120.55,0.0,5907.04,
ORD1154,2026-07-11,28458.32,426.87,0.0,28031.45,
ORD1155,2026-07-28,18305.87,366.12,0.0,17939.75,
ORD1156,2026-07-29,19349.3,386.99,3.87,18958.44,
ORD1157,2026-07-21,38704.92,774.1,0.0,37930.82,
ORD1158,2026-07-23,15098.38,452.95,0.0,14645.43,
ORD1160,2026-07-26,2197.48,43.95,0.0,2153.53,
ORD1161,2026-07-25,35289.73,705.79,0.0,34583.94,
ORD1162,2026-07-05,38198.6,763.97,0.0,37434.63,
ORD1163,2026-07-25,21670.23,433.4,0.0,21236.83,
ORD1164,2026-07-18,15756.91,315.14,0.0,15441.77,
ORD1166,2026-07-25,44308.84,886.18,8.86,43413.8,
ORD1168,2026-07-03,3845.73,76.91,0.0,3768.82,
ORD1169,2026-07-21,12299.51,245.99,0.0,12053.52,
ORD1170,2026-07-30,18321.26,366.43,0.0,17954.83,
ORD1172,2026-07-27,21064.19,421.28,0.0,20642.91,
ORD1173,2026-07-31,36028.51,720.57,0.0,35307.94,
ORD1174,2026-07-31,32571.36,651.43,0.0,31919.93,
ORD1175,2026-07-23,37466.11,749.32,0.0,36716.79,
ORD1176,2026-07-12,34315.01,686.3,0.0,33628.71,
ORD1177,2026-07-14,35369.91,1061.1,0.0,34308.81,
ORD1178,2026-07-23,11782.94,235.66,0.0,11547.28,
ORD1179,2026-07-18,619.93,12.4,0.0,607.53,
ORD1180,2026-07-10,29620.92,592.42,0.0,29028.5,
ORD1181,2026-07-18,19567.95,391.36,0.0,19176.59,
ORD1182,2026-07-06,41828.32,836.57,0.0,40991.75,
ORD1183,2026-07-04,37341.54,746.83,0.0,36594.71,
ORD1185,2026-07-18,37494.1,749.88,0.0,36744.22,
ORD1186,2026-07-04,29690.07,593.8,0.0,29096.27,
ORD1189,2026-07-30,10897.04,217.94,0.0,10679.1,
ORD1190,2026-07-27,7293.9,145.88,0.0,7148.02,
ORD1191,2026-07-22,40155.52,803.11,0.0,39352.41,
ORD1192,2026-07-08,22503.54,450.07,0.0,22053.47,
ORD1193,2026-07-25,37847.93,756.96,0.0,37090.97,
ORD1194,2026-07-11,19147.2,382.94,0.0,18764.26,
ORD1195,2026-07-19,3101.22,62.02,0.0,3039.2,
ORD1196,2026-08-04,22668.82,453.38,0.0,22215.44,
ORD1197,2026-07-29,14770.44,443.11,0.0,14327.33,
ORD1198,2026-07-13,19448.73,388.97,0.0,19059.76,
ORD1200,2026-07-21,2541.23,50.82,0.0,2490.41,
ORD1201,2026-07-18,22045.63,440.91,0.0,21604.72,
ORD1202,2026-07-09,32459.19,649.18,0.0,31810.01,
ORD1205,2026-07-20,2846.05,71.15,0.0,2774.9,
ORD1206,2026-07-29,22471.0,449.42,0.0,22021.58,
ORD1208,2026-07-28,5747.81,114.96,0.0,5632.85,
ORD1209,2026-08-02,13815.27,276.31,0.0,13538.96,
ORD1211,2026-07-25,25166.09,503.32,0.0,24662.77,
ORD1212,2026-07-14,13868.08,277.36,0.0,13590.72,
ORD1213,2026-07-29,41503.69,830.07,0.0,40673.62,
ORD1214,2026-07-22,30479.67,609.59,0.0,29870.08,
ORD1215,2026-07-03,30181.6,603.63,0.0,29577.97,
ORD1216,2026-07-06,30031.07,600.62,0.0,29430.45,
ORD1217,2026-07-27,4976.96,99.54,0.0,4877.42,
ORD1218,2026-07-30,37106.18,742.12,0.0,36364.06,
ORD1219,2026-08-02,19269.42,385.39,0.0,18884.03,
ORD1220,2026-07-21,29058.54,581.17,0.0,28477.37,
ORD1221,2026-08-01,23735.85,474.72,0.0,23261.13,
ORD1223,2026-07-24,41379.02,827.58,0.0,40551.44,
ORD1224,2026-07-03,30758.34,615.17,0.0,30143.17,
ORD1225,2026-07-26,18852.56,377.05,3.77,18471.74,
ORD1226,2026-07-22,21512.57,430.25,0.0,21082.32,
ORD1227,2026-07-15,712.86,14.26,0.0,698.6,
ORD1229,2026-07-09,39194.94,783.9,0.0,38411.04,
ORD1230,2026-07-11,32511.12,487.67,0.0,32023.45,
ORD1231,2026-07-03,16781.38,335.63,0.0,16445.75,
ORD1232,2026-07-20,32060.96,641.22,0.0,31419.74,
ORD1233,2026-07-19,1922.61,38.45,0.0,1884.16,
ORD1234,2026-07-30,17808.22,356.16,0.0,17452.06,
ORD1235,2026-07-29,22141.62,442.83,0.0,21698.79,
ORD1236,2026-07-14,42719.82,854.4,0.0,41865.42,
ORD1237,2026-07-24,7907.93,158.16,0.0,7749.77,
ORD1238,2026-07-23,7799.14,155.98,0.0,7643.16,
ORD1239,2026-07-15,35125.15,702.5,7.03,34415.62,
ORD1240,2026-07-28,34087.26,681.75,0.0,33405.51,
ORD1241,2026-07-10,3198.38,63.97,0.0,3134.41,
ORD1242,2026-07-21,37551.81,751.04,0.0,36800.77,
ORD1243,2026-07-14,17737.38,354.75,0.0,17382.63,
ORD1244,2026-07-12,31140.66,622.81,0.0,30517.85,
ORD1245,2026-07-11,19301.25,386.03,0.0,18915.22,
ORD1246,2026-07-28,40132.26,802.65,8.03,39321.58,
ORD1247,2026-07-30,35978.06,719.56,0.0,35258.5,
ORD1248,2026-07-05,24529.16,490.58,0.0,24038.58,
ORD1249,2026-07-28,33883.19,677.66,0.0,33205.53,
ORD1250,2026-07-24,18099.57,217.19,0.0,17882.38,
ORD1251,2026-07-27,17631.35,352.63,3.53,17275.19,
ORD1252,2026-07-19,36392.59,1091.78,0.0,35300.81,
ORD1253,2026-07-21,23686.26,473.73,0.0,23212.53,
ORD1254,2026-07-17,23024.51,460.49,0.0,22564.02,
ORD1255,2026-07-09,4602.38,92.05,0.0,4510.33,
ORD1256,2026-07-20,25617.17,512.34,0.0,25104.83,
ORD1258,2026-07-29,5222.26,104.45,0.0,5117.81,
ORD1259,2026-07-07,14552.63,363.82,0.0,14188.81,
ORD1260,2026-07-18,27517.58,550.35,0.0,26967.23,
ORD1261,2026-07-08,44573.01,891.46,8.91,43672.64,
ORD1262,2026-07-11,41684.54,833.69,0.0,40850.85,
ORD1263,2026-07-06,42619.23,511.43,0.0,42107.8,
ORD1264,2026-07-13,9444.02,188.88,1.89,9253.25,
ORD1266,2026-07-29,31897.88,637.96,0.0,31259.92,
ORD1267,2026-07-29,27114.03,542.28,5.42,26566.33,
ORD1268,2026-07-25,43188.7,863.77,0.0,42324.93,
ORD1269,2026-07-21,10877.75,217.56,0.0,10660.19,
ORD1271,2026-07-09,44631.35,535.58,0.0,44095.77,
ORD1272,2026-07-10,42381.95,847.64,8.48,41525.83,
ORD1274,2026-07-03,4997.03,99.94,0.0,4897.09,
ORD1275,2026-07-23,33795.94,675.92,0.0,33120.02,
ORD1276,2026-07-12,17040.12,340.8,0.0,16699.32,
ORD1277,2026-07-17,17394.25,260.91,0.0,17133.34,
ORD1278,2026-07-23,40201.56,482.42,0.0,39719.14,
ORD1279,2026-07-07,41781.71,835.63,0.0,40946.08,
ORD1280,2026-07-22,39070.46,781.41,0.0,38289.05,
ORD1281,2026-07-15,37980.09,759.6,7.6,37212.89,
ORD1282,2026-07-13,14854.17,178.25,0.0,14675.92,
ORD1283,2026-07-22,16788.43,335.77,0.0,16452.66,
ORD1284,2026-07-08,32260.74,645.21,0.0,31615.53,
ORD1285,2026-07-25,7147.94,142.96,0.0,7004.98,
ORD1286,2026-07-07,1631.19,32.62,0.0,1598.57,
ORD1287,2026-07-11,22349.81,447.0,0.0,21902.81,
ORD1288,2026-07-17,5580.48,111.61,1.12,5467.75,
ORD1289,2026-07-23,40329.17,806.58,0.0,39522.59,
ORD1290,2026-08-02,11971.79,239.44,0.0,11732.35,
ORD1291,2026-07-10,44914.81,898.3,0.0,44016.51,
ORD1292,2026-07-14,13379.57,267.59,0.0,13111.98,
ORD1293,2026-07-28,32828.04,656.56,0.0,32171.48,
ORD1294,2026-07-16,36412.53,728.25,0.0,35684.28,
ORD1295,2026-07-17,585.57,11.71,0.0,573.86,
ORD1296,2026-07-08,16524.41,330.49,0.0,16193.92,
ORD1297,2026-07-08,12819.7,256.39,0.0,12563.31,
ORD1299,2026-07-24,27229.01,544.58,0.0,26684.43,
ORD1300,2026-07-08,9668.42,193.37,0.0,9475.05,
ORD1301,2026-07-09,946.62,18.93,0.0,927.69,
ORD1302,2026-07-29,32613.69,652.27,0.0,31961.42,
ORD1303,2026-07-12,13038.22,260.76,0.0,12777.46,
ORD1304,2026-07-24,18723.5,374.47,0.0,18349.03,
ORD1306,2026-07-09,8779.32,175.59,0.0,8603.73,
ORD1308,2026-07-08,31750.45,635.01,0.0,31115.44,
ORD1309,2026-07-18,41979.29,503.75,0.0,41475.54,
ORD1311,2026-08-01,32299.25,645.99,0.0,31653.26,
ORD1312,2026-07-26,40462.89,809.26,0.0,39653.63,
ORD1313,2026-07-25,22518.76,450.38,0.0,22068.38,
ORD1314,2026-07-02,11337.43,170.06,0.0,11167.37,
ORD1315,2026-07-07,5069.06,101.38,0.0,4967.68,
ORD1316,2026-07-03,4792.98,95.86,0.0,4697.12,
ORD1317,2026-07-02,37761.27,755.23,0.0,37006.04,
ORD1318,2026-07-24,20267.45,405.35,0.0,19862.1,
ORD1319,2026-07-24,8464.23,169.28,0.0,8294.95,
ORD1320,2026-07-17,22464.84,449.3,4.49,22011.05,
ORD1321,2026-07-05,5930.66,118.61,0.0,5812.05,
ORD1322,2026-07-30,10602.98,212.06,0.0,10390.92,
ORD1323,2026-07-08,42694.65,853.89,0.0,41840.76,
ORD1324,2026-07-24,19211.54,384.23,0.0,18827.31,
ORD1325,2026-07-04,35072.37,526.09,0.0,34546.28,
ORD1326,2026-07-29,15411.17,308.22,0.0,15102.95,
ORD1330,2026-07-18,7025.0,140.5,0.0,6884.5,
ORD1331,2026-07-30,19285.06,385.7,0.0,18899.36,
ORD1332,2026-07-06,24120.53,482.41,0.0,23638.12,
ORD1334,2026-07-07,19222.39,384.45,0.0,18837.94,
ORD1335,2026-07-22,2580.9,51.62,0.0,2529.28,
ORD1336,2026-07-30,29050.06,581.0,0.0,28469.06,
ORD1337,2026-07-21,4972.44,99.45,0.0,4872.99,
ORD1338,2026-07-31,13294.77,265.9,0.0,13028.87,
ORD1339,2026-07-08,5856.97,117.14,0.0,5739.83,
ORD1340,2026-07-04,21255.57,425.11,0.0,20830.46,
ORD1341,2026-07-17,6014.44,120.29,0.0,5894.15,
ORD1342,2026-07-20,13329.67,266.59,2.67,13060.41,
ORD1343,2026-07-25,24811.0,496.22,0.0,24314.78,
ORD1344,2026-07-23,17705.99,354.12,0.0,17351.87,
ORD1345,2026-07-17,40185.52,803.71,0.0,39381.81,
ORD1346,2026-07-17,36937.48,738.75,0.0,36198.73,
ORD1347,2026-07-13,10360.34,207.21,0.0,10153.13,
ORD1348,2026-07-02,41626.54,832.53,0.0,40794.01,
ORD1349,2026-07-13,25271.07,505.42,0.0,24765.65,
ORD1350,2026-07-08,13649.94,273.0,0.0,13376.94,
ORD1351,2026-08-01,39271.65,785.43,0.0,38486.22,
ORD1352,2026-07-14,37627.69,752.55,0.0,36875.14,
ORD1353,2026-07-23,10519.93,210.4,0.0,10309.53,
ORD1354,2026-07-24,16184.21,323.68,0.0,15860.53,
ORD1355,2026-07-24,37834.0,756.68,0.0,37077.32,
ORD1356,2026-07-28,28564.71,571.29,0.0,27993.42,
ORD1357,2026-07-03,18763.59,375.27,0.0,18388.32,
ORD1358,2026-07-15,43342.04,866.84,8.67,42466.53,
ORD1359,2026-07-30,35374.03,707.48,0.0,34666.55,
ORD1360,2026-07-25,20876.66,417.53,0.0,20459.13,
ORD1361,2026-07-14,17885.46,357.71,0.0,17527.75,
ORD1362,2026-07-03,35524.97,1065.75,0.0,34459.22,
ORD1363,2026-07-11,8697.42,173.95,0.0,8523.47,
ORD1364,2026-07-15,26106.76,522.14,0.0,25584.62,
ORD1365,2026-07-28,41447.2,828.94,0.0,40618.26,
ORD1366,2026-07-12,9591.77,191.84,0.0,9399.93,
ORD1367,2026-07-03,2611.17,52.22,0.0,2558.95,
ORD1368,2026-07-20,34919.93,698.4,0.0,34221.53,
ORD1369,2026-07-19,37242.59,744.85,0.0,36497.74,
ORD1371,2026-07-02,30603.24,612.06,0.0,29991.18,
ORD1372,2026-07-06,18723.6,280.85,0.0,18442.75,
ORD1373,2026-07-09,43418.96,868.38,0.0,42550.58,
ORD1374,2026-07-16,34646.1,692.92,0.0,33953.18,
ORD1375,2026-07-07,16640.9,332.82,0.0,16308.08,
ORD1376,2026-07-28,14323.03,286.46,0.0,14036.57,
ORD1377,2026-07-23,40305.74,806.11,0.0,39499.63,
ORD1378,2026-07-22,7459.78,149.2,0.0,7310.58,
ORD1379,2026-07-18,40244.78,804.9,8.05,39431.83,
ORD1380,2026-07-04,28539.37,570.79,0.0,27968.58,
ORD1381,2026-07-21,44721.82,536.66,0.0,44185.16,
ORD1382,2026-07-28,623.67,12.47,0.0,611.2,
ORD1383,2026-07-05,26585.92,531.72,0.0,26054.2,
ORD1384,2026-08-01,22654.83,453.1,0.0,22201.73,
ORD1385,2026-07-08,18793.97,375.88,0.0,18418.09,
ORD1386,2026-07-18,34297.57,411.57,0.0,33886.0,
ORD1387,2026-07-30,8088.84,161.78,0.0,7927.06,
ORD1388,2026-07-16,27778.69,555.57,0.0,27223.12,
ORD1389,2026-07-23,34790.85,521.86,0.0,34268.99,
ORD1390,2026-07-14,12757.43,255.15,0.0,12502.28,
ORD1392,2026-07-23,4925.78,98.52,0.0,4827.26,
ORD1393,2026-08-05,20517.81,410.36,0.0,20107.45,
ORD1394,2026-07-10,40129.06,802.58,0.0,39326.48,
ORD1395,2026-07-03,28097.92,561.96,0.0,27535.96,
ORD1396,2026-07-08,41921.63,838.43,0.0,41083.2,
ORD1397,2026-07-30,36807.5,736.15,0.0,36071.35,
ORD1398,2026-07-21,11712.56,234.25,0.0,11478.31,
ORD1399,2026-07-10,30639.04,612.78,0.0,30026.26,
ORD1400,2026-07-11,18237.61,364.75,0.0,17872.86,
ORD1401,2026-07-27,39135.46,782.71,0.0,38352.75,
ORD1402,2026-07-07,16448.62,328.97,0.0,16119.65,
ORD1403,2026-07-11,18123.2,362.46,0.0,17760.74,
ORD1404,2026-07-13,24251.9,485.04,0.0,23766.86,
ORD1405,2026-07-30,29482.04,589.64,0.0,28892.4,
ORD1406,2026-07-21,25145.93,502.92,0.0,24643.01,
ORD1407,2026-07-11,15829.32,316.59,0.0,15512.73,
ORD1408,2026-07-10,30060.21,601.2,0.0,29459.01,
ORD1409,2026-07-09,31911.27,638.23,0.0,31273.04,
ORD1410,2026-07-11,24746.55,494.93,0.0,24251.62,
ORD1411,2026-07-16,37716.03,754.32,0.0,36961.71,
ORD1412,2026-07-14,10133.19,202.66,0.0,9930.53,
ORD1413,2026-07-23,43148.94,862.98,0.0,42285.96,
ORD1414,2026-07-18,9597.82,191.96,0.0,9405.86,
ORD1417,2026-07-25,44907.41,898.15,8.98,44000.28,
ORD1418,2026-07-19,11458.15,229.16,0.0,11228.99,
ORD1420,2026-07-06,39321.37,786.43,0.0,38534.94,
ORD1421,2026-07-19,38407.66,768.15,0.0,37639.51,
ORD1422,2026-07-24,32461.12,649.22,0.0,31811.9,
ORD1423,2026-07-02,17852.1,357.04,0.0,17495.06,
ORD1424,2026-07-26,38369.61,460.44,0.0,37909.17,
ORD1425,2026-07-05,25508.58,382.63,0.0,25125.95,
ORD1426,2026-07-04,32482.99,649.66,0.0,31833.33,
ORD1427,2026-07-12,6112.9,152.82,0.0,5960.08,
ORD1428,2026-07-14,38074.16,761.48,0.0,37312.68,
ORD1429,2026-07-11,8349.51,166.99,0.0,8182.52,
ORD1430,2026-07-15,1624.23,32.48,0.0,1591.75,
ORD1431,2026-07-29,18323.43,366.47,0.0,17956.96,
ORD1432,2026-07-11,5627.81,112.56,0.0,5515.25,
ORD1433,2026-07-15,2279.93,45.6,0.0,2234.33,
ORD1434,2026-07-09,34184.71,683.69,0.0,33501.02,
ORD1435,2026-07-25,2245.91,44.92,0.0,2200.99,
ORD1436,2026-07-21,37856.21,757.12,7.57,37091.52,
ORD1437,2026-07-15,30320.95,363.85,0.0,29957.1,
ORD1439,2026-07-29,26538.0,530.76,0.0,26007.24,
ORD1440,2026-07-23,5447.84,108.96,0.0,5338.88,
ORD1441,2026-07-22,41194.42,823.89,0.0,40370.53,
ORD1442,2026-07-26,27882.29,557.65,0.0,27324.64,
ORD1443,2026-07-19,4502.04,90.04,0.0,4412.0,
ORD1445,2026-07-12,31277.11,625.54,0.0,30651.57,
ORD1446,2026-07-23,31572.36,631.45,0.0,30940.91,
ORD1447,2026-07-18,34405.54,688.11,0.0,33717.43,
ORD1448,2026-07-20,7784.48,155.69,0.0,7628.79,
ORD1449,2026-08-03,43380.5,867.61,0.0,42512.89,
ORD1450,2026-07-26,4618.0,92.36,0.0,4525.64,
ORD1451,2026-07-23,31960.29,639.21,0.0,31321.08,
ORD1452,2026-07-02,23434.48,468.69,0.0,22965.79,
ORD1453,2026-07-31,16140.02,322.8,0.0,15817.22,
ORD1454,2026-07-07,26646.14,532.92,0.0,26113.22,
ORD1455,2026-07-23,36784.97,551.77,0.0,36233.2,
ORD1456,2026-07-24,30160.69,452.41,0.0,29708.28,
ORD1457,2026-08-02,31210.81,624.22,0.0,30586.59,
ORD1458,2026-08-04,2431.16,48.62,0.0,2382.54,
ORD1459,2026-08-04,31722.26,634.45,0.0,31087.81,
ORD1460,2026-07-13,20305.73,406.11,4.06,19895.56,
ORD1461,2026-07-21,25310.16,506.2,0.0,24803.96,
ORD1462,2026-07-27,22105.86,442.12,0.0,21663.74,
ORD1463,2026-07-06,29207.29,584.15,0.0,28623.14,
ORD1464,2026-07-08,35382.49,707.65,0.0,34674.84,
ORD1465,2026-07-14,41420.27,828.41,0.0,40591.86,
ORD1466,2026-07-22,11446.49,228.93,0.0,11217.56,
ORD1467,2026-07-03,34962.52,699.25,0.0,34263.27,
ORD1468,2026-07-13,8765.2,175.3,0.0,8589.9,
ORD1469,2026-08-02,35415.46,708.31,0.0,34707.15,
ORD1470,2026-07-08,29305.07,586.1,5.86,28713.11,
ORD1471,2026-07-10,16899.39,337.99,0.0,16561.4,
ORD1472,2026-07-03,2335.76,46.72,0.0,2289.04,
ORD1473,2026-07-18,19322.61,386.45,0.0,18936.16,
ORD1474,2026-07-21,26359.67,395.4,0.0,25964.27,
ORD1475,2026-07-07,6654.36,133.09,0.0,6521.27,
ORD1477,2026-07-08,32671.29,653.43,0.0,32017.86,
ORD1478,2026-07-29,27677.95,415.17,0.0,27262.78,
ORD1479,2026-07-12,3703.74,74.07,0.74,3628.93,
ORD1480,2026-07-12,3290.94,65.82,0.0,3225.12,
ORD1481,2026-07-25,7818.68,156.37,0.0,7662.31,
