order_id,true_cause,ledger_amount,settlement_net,bank_credit,refund_amount,settlement_batch_id
ORD1106,clean,1964.66,1925.37,1925.37,0.0,
ORD1107,timing_lag,41838.22,41001.46,41001.46,0.0,
ORD1108,clean,2353.4,2306.33,2306.33,0.0,
ORD1109,tds_deduction,2577.66,2525.59,2525.59,0.0,
ORD1111,duplicate_entry,42978.35,42118.78,42118.78,0.0,
ORD1112,fee_variance,34131.88,33619.9,33619.9,0.0,
ORD1113,rounding,9540.64,9349.83,9349.33,0.0,
ORD1114,duplicate_entry,33938.48,33259.71,33259.71,0.0,
ORD1115,clean,6403.09,6275.03,6275.03,0.0,
ORD1116,aged_missing_bank,15474.95,15165.45,,0.0,
ORD1117,missing_settlement,41889.34,,,0.0,
ORD1118,aged_missing_bank,34731.07,34036.45,,0.0,
ORD1119,missing_settlement,33681.64,,,0.0,
ORD1120,clean,23578.7,23107.13,23107.13,0.0,
ORD1121,clean,31857.35,31220.2,31220.2,0.0,
ORD1122,clean,38869.65,38092.26,38092.26,0.0,
ORD1123,rounding,19904.56,19506.47,19506.87,0.0,
ORD1124,clean,33898.07,33220.11,33220.11,0.0,
ORD1125,clean,22341.62,21894.79,21894.79,0.0,
ORD1126,clean,26868.69,26331.32,26331.32,0.0,
ORD1127,clean,42502.21,41652.17,41652.17,0.0,
ORD1128,clean,10802.98,10586.92,10586.92,0.0,
ORD1129,clean,34623.02,33930.56,33930.56,0.0,
ORD1130,clean,15035.67,14734.96,14734.96,0.0,
ORD1131,clean,40186.96,39383.22,39383.22,0.0,
ORD1132,clean,1620.24,1587.84,1587.84,0.0,
ORD1133,clean,19548.71,19157.74,19157.74,0.0,
ORD1134,clean,44217.24,43332.9,43332.9,0.0,
ORD1135,aged_missing_bank,24153.73,23670.66,,0.0,
ORD1136,rounding,23717.08,23242.74,23242.44,0.0,
ORD1137,clean,20026.51,19625.98,19625.98,0.0,
ORD1138,clean,15365.39,15058.08,15058.08,0.0,
ORD1139,clean,13917.09,13638.75,13638.75,0.0,
ORD1140,clean,32680.62,32027.01,32027.01,0.0,
ORD1141,clean,11011.48,10791.25,10791.25,0.0,
ORD1142,pending_bank,44774.18,43878.7,,0.0,
ORD1144,timing_lag,7217.72,7073.37,7073.37,0.0,
ORD1145,fee_variance,12685.01,12367.88,12367.88,0.0,
ORD1146,clean,39893.54,39095.67,39095.67,0.0,
ORD1147,clean,18256.44,17891.31,17891.31,0.0,
ORD1148,clean,44149.22,43266.24,43266.24,0.0,
ORD1149,clean,6810.66,6674.45,6674.45,0.0,
ORD1150,pending_bank,11281.65,11056.02,,0.0,
ORD1151,clean,30221.36,29616.93,29616.93,0.0,
ORD1152,clean,6027.59,5907.04,5907.04,0.0,
ORD1154,fee_variance,28458.32,28031.45,28031.45,0.0,
ORD1155,clean,18305.87,17939.75,17939.75,0.0,
ORD1156,tds_deduction,19349.3,18958.44,18958.44,0.0,
ORD1157,clean,38704.92,37930.82,37930.82,0.0,
ORD1158,fee_variance,15098.38,14645.43,14645.43,0.0,
ORD1160,aged_missing_bank,2197.48,2153.53,,0.0,
ORD1161,duplicate_entry,35289.73,34583.94,34583.94,0.0,
ORD1162,clean,38198.6,37434.63,37434.63,0.0,
ORD1163,clean,21670.23,21236.83,21236.83,0.0,
ORD1164,clean,15756.91,15441.77,15441.77,0.0,
ORD1165,missing_settlement,8679.22,,,0.0,
ORD1166,tds_deduction,44308.84,43413.8,43413.8,0.0,
ORD1167,missing_settlement,12708.9,,,0.0,
ORD1168,clean,3845.73,3768.82,3768.82,0.0,
ORD1169,clean,12299.51,12053.52,12053.52,0.0,
ORD1170,pending_bank,18321.26,17954.83,,0.0,
ORD1172,aged_missing_bank,21064.19,20642.91,,0.0,
ORD1173,pending_bank,36028.51,35307.94,,0.0,
ORD1174,pending_bank,32571.36,31919.93,,0.0,
ORD1175,duplicate_credit,37466.11,36716.79,36716.79,0.0,
ORD1176,clean,34315.01,33628.71,33628.71,0.0,
ORD1177,fee_variance,35369.91,34308.81,34308.81,0.0,
ORD1178,clean,11782.94,11547.28,11547.28,0.0,
ORD1179,clean,619.93,607.53,607.53,0.0,
ORD1180,clean,29620.92,29028.5,29028.5,0.0,
ORD1181,clean,19567.95,19176.59,19176.59,0.0,
ORD1182,clean,41828.32,40991.75,40991.75,0.0,
ORD1183,duplicate_entry,37341.54,36594.71,36594.71,0.0,
ORD1185,timing_lag,37494.1,36744.22,36744.22,0.0,
ORD1186,refund_partial,29690.07,29096.27,16544.29,12551.98,
ORD1189,clean,10897.04,10679.1,10679.1,0.0,
ORD1190,clean,7293.9,7148.02,7148.02,0.0,
ORD1191,clean,40155.52,39352.41,39352.41,0.0,
ORD1192,clean,22503.54,22053.47,22053.47,0.0,
ORD1193,clean,37847.93,37090.97,37090.97,0.0,
ORD1194,rounding,19147.2,18764.26,18764.86,0.0,
ORD1195,refund_partial,3101.22,3039.2,1579.87,1459.33,
ORD1196,pending_bank,22668.82,22215.44,,0.0,
ORD1197,fee_variance,14770.44,14327.33,14327.33,0.0,
ORD1198,duplicate_entry,19448.73,19059.76,19059.76,0.0,
ORD1199,missing_settlement,16536.7,,,0.0,
ORD1200,clean,2541.23,2490.41,2490.41,0.0,
ORD1201,duplicate_entry,22045.63,21604.72,21604.72,0.0,
ORD1202,refund_partial,32459.19,31810.01,24246.03,7563.98,
ORD1203,missing_settlement,16794.05,,,0.0,
ORD1204,missing_settlement,19865.93,,,0.0,
ORD1205,fee_variance,2846.05,2774.9,2774.9,0.0,
ORD1206,clean,22471.0,22021.58,22021.58,0.0,
ORD1207,missing_settlement,23035.87,,,0.0,
ORD1208,clean,5747.81,5632.85,5632.85,0.0,
ORD1209,pending_bank,13815.27,13538.96,,0.0,
ORD1211,clean,25166.09,24662.77,24662.77,0.0,
ORD1212,timing_lag,13868.08,13590.72,13590.72,0.0,
ORD1213,refund_partial,41503.69,40673.62,22505.54,18168.08,
ORD1214,duplicate_credit,30479.67,29870.08,29870.08,0.0,
ORD1215,clean,30181.6,29577.97,29577.97,0.0,
ORD1216,clean,30031.07,29430.45,29430.45,0.0,
ORD1217,clean,4976.96,4877.42,4877.42,0.0,
ORD1218,refund_partial,37106.18,36364.06,16546.37,19817.69,
ORD1219,pending_bank,19269.42,18884.03,,0.0,
ORD1220,clean,29058.54,28477.37,28477.37,0.0,
ORD1221,pending_bank,23735.85,23261.13,,0.0,
ORD1223,duplicate_entry,41379.02,40551.44,40551.44,0.0,
ORD1224,clean,30758.34,30143.17,30143.17,0.0,
ORD1225,tds_deduction,18852.56,18471.74,18471.74,0.0,
ORD1226,clean,21512.57,21082.32,21082.32,0.0,
ORD1227,clean,712.86,698.6,698.6,0.0,
ORD1229,rounding,39194.94,38411.04,38410.54,0.0,
ORD1230,fee_variance,32511.12,32023.45,32023.45,0.0,
ORD1231,refund_partial,16781.38,16445.75,11228.22,5217.53,
ORD1232,timing_lag,32060.96,31419.74,31419.74,0.0,
ORD1233,aged_missing_bank,1922.61,1884.16,,0.0,
ORD1234,pending_bank,17808.22,17452.06,,0.0,
ORD1235,clean,22141.62,21698.79,21698.79,0.0,
ORD1236,clean,42719.82,41865.42,41865.42,0.0,
ORD1237,clean,7907.93,7749.77,7749.77,0.0,
ORD1238,clean,7799.14,7643.16,7643.16,0.0,
ORD1239,tds_deduction,35125.15,34415.62,34415.62,0.0,
ORD1240,clean,34087.26,33405.51,33405.51,0.0,
ORD1241,timing_lag,3198.38,3134.41,3134.41,0.0,
ORD1242,clean,37551.81,36800.77,36800.77,0.0,
ORD1243,refund_partial,17737.38,17382.63,8291.64,9090.99,
ORD1244,clean,31140.66,30517.85,30517.85,0.0,
ORD1245,timing_lag,19301.25,18915.22,18915.22,0.0,
ORD1246,tds_deduction,40132.26,39321.58,39321.58,0.0,
ORD1247,refund_partial,35978.06,35258.5,23314.99,11943.51,
ORD1248,timing_lag,24529.16,24038.58,24038.58,0.0,
ORD1249,refund_partial,33883.19,33205.53,18503.47,14702.06,
ORD1250,fee_variance,18099.57,17882.38,17882.38,0.0,
ORD1251,tds_deduction,17631.35,17275.19,17275.19,0.0,
ORD1252,fee_variance,36392.59,35300.81,35300.81,0.0,
ORD1253,clean,23686.26,23212.53,23212.53,0.0,
ORD1254,timing_lag,23024.51,22564.02,22564.02,0.0,
ORD1255,clean,4602.38,4510.33,4510.33,0.0,
ORD1256,clean,25617.17,25104.83,25104.83,0.0,
ORD1257,missing_settlement,2484.45,,,0.0,
ORD1258,clean,5222.26,5117.81,5117.81,0.0,
ORD1259,fee_variance,14552.63,14188.81,14188.81,0.0,
ORD1260,duplicate_credit,27517.58,26967.23,26967.23,0.0,
ORD1261,tds_deduction,44573.01,43672.64,43672.64,0.0,
ORD1262,clean,41684.54,40850.85,40850.85,0.0,
ORD1263,fee_variance,42619.23,42107.8,42107.8,0.0,
ORD1264,tds_deduction,9444.02,9253.25,9253.25,0.0,
ORD1265,missing_settlement,1724.61,,,0.0,
ORD1266,clean,31897.88,31259.92,31259.92,0.0,
ORD1267,tds_deduction,27114.03,26566.33,26566.33,0.0,
ORD1268,clean,43188.7,42324.93,42324.93,0.0,
ORD1269,clean,10877.75,10660.19,10660.19,0.0,
ORD1270,missing_settlement,20451.28,,,0.0,
ORD1271,fee_variance,44631.35,44095.77,44095.77,0.0,
ORD1272,tds_deduction,42381.95,41525.83,41525.83,0.0,
ORD1273,missing_settlement,41400.4,,,0.0,
ORD1274,refund_partial,4997.03,4897.09,2077.58,2819.51,
ORD1275,timing_lag,33795.94,33120.02,33120.02,0.0,
ORD1276,rounding,17040.12,16699.32,16699.72,0.0,
ORD1277,fee_variance,17394.25,17133.34,17133.34,0.0,
ORD1278,fee_variance,40201.56,39719.14,39719.14,0.0,
ORD1279,duplicate_entry,41781.71,40946.08,40946.08,0.0,
ORD1280,timing_lag,39070.46,38289.05,38289.05,0.0,
ORD1281,tds_deduction,37980.09,37212.89,37212.89,0.0,
ORD1282,fee_variance,14854.17,14675.92,14675.92,0.0,
ORD1283,refund_partial,16788.43,16452.66,8318.05,8134.61,
ORD1284,duplicate_entry,32260.74,31615.53,31615.53,0.0,
ORD1285,aged_missing_bank,7147.94,7004.98,,0.0,
ORD1286,refund_partial,1631.19,1598.57,764.66,833.91,
ORD1287,clean,22349.81,21902.81,21902.81,0.0,
ORD1288,tds_deduction,5580.48,5467.75,5467.75,0.0,
ORD1289,refund_partial,40329.17,39522.59,18413.06,21109.53,
ORD1290,pending_bank,11971.79,11732.35,,0.0,
ORD1291,clean,44914.81,44016.51,44016.51,0.0,
ORD1292,clean,13379.57,13111.98,13111.98,0.0,
ORD1293,timing_lag,32828.04,32171.48,32171.48,0.0,
ORD1294,clean,36412.53,35684.28,35684.28,0.0,
ORD1295,clean,585.57,573.86,573.86,0.0,
ORD1296,clean,16524.41,16193.92,16193.92,0.0,
ORD1297,duplicate_entry,12819.7,12563.31,12563.31,0.0,
ORD1298,missing_settlement,8515.78,,,0.0,
ORD1299,aged_missing_bank,27229.01,26684.43,,0.0,
ORD1300,clean,9668.42,9475.05,9475.05,0.0,
ORD1301,duplicate_credit,946.62,927.69,927.69,0.0,
ORD1302,duplicate_entry,32613.69,31961.42,31961.42,0.0,
ORD1303,clean,13038.22,12777.46,12777.46,0.0,
ORD1304,aged_missing_bank,18723.5,18349.03,,0.0,
ORD1306,clean,8779.32,8603.73,8603.73,0.0,
ORD1308,clean,31750.45,31115.44,31115.44,0.0,
ORD1309,fee_variance,41979.29,41475.54,41475.54,0.0,
ORD1311,pending_bank,32299.25,31653.26,,0.0,
ORD1312,clean,40462.89,39653.63,39653.63,0.0,
ORD1313,timing_lag,22518.76,22068.38,22068.38,0.0,
ORD1314,fee_variance,11337.43,11167.37,11167.37,0.0,
ORD1315,clean,5069.06,4967.68,4967.68,0.0,
ORD1316,clean,4792.98,4697.12,4697.12,0.0,
ORD1317,clean,37761.27,37006.04,37006.04,0.0,
ORD1318,duplicate_credit,20267.45,19862.1,19862.1,0.0,
ORD1319,clean,8464.23,8294.95,8294.95,0.0,
ORD1320,tds_deduction,22464.84,22011.05,22011.05,0.0,
ORD1321,timing_lag,5930.66,5812.05,5812.05,0.0,
ORD1322,clean,10602.98,10390.92,10390.92,0.0,
ORD1323,clean,42694.65,41840.76,41840.76,0.0,
ORD1324,rounding,19211.54,18827.31,18827.91,0.0,
ORD1325,fee_variance,35072.37,34546.28,34546.28,0.0,
ORD1326,clean,15411.17,15102.95,15102.95,0.0,
ORD1328,missing_settlement,18326.35,,,0.0,
ORD1330,clean,7025.0,6884.5,6884.5,0.0,
ORD1331,clean,19285.06,18899.36,18899.36,0.0,
ORD1332,clean,24120.53,23638.12,23638.12,0.0,
ORD1333,missing_settlement,9434.93,,,0.0,
ORD1334,clean,19222.39,18837.94,18837.94,0.0,
ORD1335,clean,2580.9,2529.28,2529.28,0.0,
ORD1336,timing_lag,29050.06,28469.06,28469.06,0.0,
ORD1337,refund_partial,4972.44,4872.99,3053.04,1819.95,
ORD1338,pending_bank,13294.77,13028.87,,0.0,
ORD1339,clean,5856.97,5739.83,5739.83,0.0,
ORD1340,clean,21255.57,20830.46,20830.46,0.0,
ORD1341,refund_partial,6014.44,5894.15,2556.67,3337.48,
ORD1342,tds_deduction,13329.67,13060.41,13060.41,0.0,
ORD1343,duplicate_credit,24811.0,24314.78,24314.78,0.0,
ORD1344,clean,17705.99,17351.87,17351.87,0.0,
ORD1345,clean,40185.52,39381.81,39381.81,0.0,
ORD1346,duplicate_entry,36937.48,36198.73,36198.73,0.0,
ORD1347,timing_lag,10360.34,10153.13,10153.13,0.0,
ORD1348,clean,41626.54,40794.01,40794.01,0.0,
ORD1349,refund_partial,25271.07,24765.65,16991.02,7774.63,
ORD1350,rounding,13649.94,13376.94,13376.44,0.0,
ORD1351,pending_bank,39271.65,38486.22,,0.0,
ORD1352,clean,37627.69,36875.14,36875.14,0.0,
ORD1353,aged_missing_bank,10519.93,10309.53,,0.0,
ORD1354,clean,16184.21,15860.53,15860.53,0.0,
ORD1355,aged_missing_bank,37834.0,37077.32,,0.0,
ORD1356,timing_lag,28564.71,27993.42,27993.42,0.0,
ORD1357,clean,18763.59,18388.32,18388.32,0.0,
ORD1358,tds_deduction,43342.04,42466.53,42466.53,0.0,
ORD1359,refund_partial,35374.03,34666.55,15923.24,18743.31,
ORD1360,clean,20876.66,20459.13,20459.13,0.0,
ORD1361,clean,17885.46,17527.75,17527.75,0.0,
ORD1362,fee_variance,35524.97,34459.22,34459.22,0.0,
ORD1363,clean,8697.42,8523.47,8523.47,0.0,
ORD1364,clean,26106.76,25584.62,25584.62,0.0,
ORD1365,clean,41447.2,40618.26,40618.26,0.0,
ORD1366,clean,9591.77,9399.93,9399.93,0.0,
ORD1367,clean,2611.17,2558.95,2558.95,0.0,
ORD1368,clean,34919.93,34221.53,34221.53,0.0,
ORD1369,clean,37242.59,36497.74,36497.74,0.0,
ORD1370,missing_settlement,16418.19,,,0.0,
ORD1371,clean,30603.24,29991.18,29991.18,0.0,
ORD1372,fee_variance,18723.6,18442.75,18442.75,0.0,
ORD1373,clean,43418.96,42550.58,42550.58,0.0,
ORD1374,clean,34646.1,33953.18,33953.18,0.0,
ORD1375,clean,16640.9,16308.08,16308.08,0.0,
ORD1376,clean,14323.03,14036.57,14036.57,0.0,
ORD1377,clean,40305.74,39499.63,39499.63,0.0,
ORD1378,duplicate_credit,7459.78,7310.58,7310.58,0.0,
ORD1379,tds_deduction,40244.78,39431.83,39431.83,0.0,
ORD1380,clean,28539.37,27968.58,27968.58,0.0,
ORD1381,fee_variance,44721.82,44185.16,44185.16,0.0,
ORD1382,refund_partial,623.67,611.2,391.76,219.44,
ORD1383,clean,26585.92,26054.2,26054.2,0.0,
ORD1384,pending_bank,22654.83,22201.73,,0.0,
ORD1385,timing_lag,18793.97,18418.09,18418.09,0.0,
ORD1386,fee_variance,34297.57,33886.0,33886.0,0.0,
ORD1387,pending_bank,8088.84,7927.06,,0.0,
ORD1388,clean,27778.69,27223.12,27223.12,0.0,
ORD1389,fee_variance,34790.85,34268.99,34268.99,0.0,
ORD1390,duplicate_entry,12757.43,12502.28,12502.28,0.0,
ORD1392,clean,4925.78,4827.26,4827.26,0.0,
ORD1393,pending_bank,20517.81,20107.45,,0.0,
ORD1394,duplicate_credit,40129.06,39326.48,39326.48,0.0,
ORD1395,rounding,28097.92,27535.96,27535.46,0.0,
ORD1396,timing_lag,41921.63,41083.2,41083.2,0.0,
ORD1397,clean,36807.5,36071.35,36071.35,0.0,
ORD1398,clean,11712.56,11478.31,11478.31,0.0,
ORD1399,clean,30639.04,30026.26,30026.26,0.0,
ORD1400,clean,18237.61,17872.86,17872.86,0.0,
ORD1401,duplicate_credit,39135.46,38352.75,38352.75,0.0,
ORD1402,clean,16448.62,16119.65,16119.65,0.0,
ORD1403,clean,18123.2,17760.74,17760.74,0.0,
ORD1404,clean,24251.9,23766.86,23766.86,0.0,
ORD1405,pending_bank,29482.04,28892.4,,0.0,
ORD1406,aged_missing_bank,25145.93,24643.01,,0.0,
ORD1407,duplicate_entry,15829.32,15512.73,15512.73,0.0,
ORD1408,clean,30060.21,29459.01,29459.01,0.0,
ORD1409,clean,31911.27,31273.04,31273.04,0.0,
ORD1410,clean,24746.55,24251.62,24251.62,0.0,
ORD1411,timing_lag,37716.03,36961.71,36961.71,0.0,
ORD1412,clean,10133.19,9930.53,9930.53,0.0,
ORD1413,timing_lag,43148.94,42285.96,42285.96,0.0,
ORD1414,clean,9597.82,9405.86,9405.86,0.0,
ORD1417,tds_deduction,44907.41,44000.28,44000.28,0.0,
ORD1418,clean,11458.15,11228.99,11228.99,0.0,
ORD1420,clean,39321.37,38534.94,38534.94,0.0,
ORD1421,clean,38407.66,37639.51,37639.51,0.0,
ORD1422,clean,32461.12,31811.9,31811.9,0.0,
ORD1423,clean,17852.1,17495.06,17495.06,0.0,
ORD1424,fee_variance,38369.61,37909.17,37909.17,0.0,
ORD1425,fee_variance,25508.58,25125.95,25125.95,0.0,
ORD1426,clean,32482.99,31833.33,31833.33,0.0,
ORD1427,fee_variance,6112.9,5960.08,5960.08,0.0,
ORD1428,clean,38074.16,37312.68,37312.68,0.0,
ORD1429,clean,8349.51,8182.52,8182.52,0.0,
ORD1430,clean,1624.23,1591.75,1591.75,0.0,
ORD1431,clean,18323.43,17956.96,17956.96,0.0,
ORD1432,clean,5627.81,5515.25,5515.25,0.0,
ORD1433,clean,2279.93,2234.33,2234.33,0.0,
ORD1434,clean,34184.71,33501.02,33501.02,0.0,
ORD1435,clean,2245.91,2200.99,2200.99,0.0,
ORD1436,tds_deduction,37856.21,37091.52,37091.52,0.0,
ORD1437,fee_variance,30320.95,29957.1,29957.1,0.0,
ORD1438,missing_settlement,34484.81,,,0.0,
ORD1439,duplicate_entry,26538.0,26007.24,26007.24,0.0,
ORD1440,duplicate_credit,5447.84,5338.88,5338.88,0.0,
ORD1441,aged_missing_bank,41194.42,40370.53,,0.0,
ORD1442,clean,27882.29,27324.64,27324.64,0.0,
ORD1443,clean,4502.04,4412.0,4412.0,0.0,
ORD1445,clean,31277.11,30651.57,30651.57,0.0,
ORD1446,duplicate_credit,31572.36,30940.91,30940.91,0.0,
ORD1447,rounding,34405.54,33717.43,33717.13,0.0,
ORD1448,clean,7784.48,7628.79,7628.79,0.0,
ORD1449,pending_bank,43380.5,42512.89,,0.0,
ORD1450,aged_missing_bank,4618.0,4525.64,,0.0,
ORD1451,rounding,31960.29,31321.08,31320.78,0.0,
ORD1452,duplicate_credit,23434.48,22965.79,22965.79,0.0,
ORD1453,pending_bank,16140.02,15817.22,,0.0,
ORD1454,clean,26646.14,26113.22,26113.22,0.0,
ORD1455,fee_variance,36784.97,36233.2,36233.2,0.0,
ORD1456,fee_variance,30160.69,29708.28,29708.28,0.0,
ORD1457,pending_bank,31210.81,30586.59,,0.0,
ORD1458,pending_bank,2431.16,2382.54,,0.0,
ORD1459,pending_bank,31722.26,31087.81,,0.0,
ORD1460,tds_deduction,20305.73,19895.56,19895.56,0.0,
ORD1461,aged_missing_bank,25310.16,24803.96,,0.0,
ORD1462,duplicate_entry,22105.86,21663.74,21663.74,0.0,
ORD1463,duplicate_entry,29207.29,28623.14,28623.14,0.0,
ORD1464,clean,35382.49,34674.84,34674.84,0.0,
ORD1465,clean,41420.27,40591.86,40591.86,0.0,
ORD1466,clean,11446.49,11217.56,11217.56,0.0,
ORD1467,clean,34962.52,34263.27,34263.27,0.0,
ORD1468,clean,8765.2,8589.9,8589.9,0.0,
ORD1469,pending_bank,35415.46,34707.15,,0.0,
ORD1470,tds_deduction,29305.07,28713.11,28713.11,0.0,
ORD1471,rounding,16899.39,16561.4,16561.1,0.0,
ORD1472,rounding,2335.76,2289.04,2288.74,0.0,
ORD1473,duplicate_entry,19322.61,18936.16,18936.16,0.0,
ORD1474,fee_variance,26359.67,25964.27,25964.27,0.0,
ORD1475,clean,6654.36,6521.27,6521.27,0.0,
ORD1476,missing_settlement,38354.79,,,0.0,
ORD1477,duplicate_credit,32671.29,32017.86,32017.86,0.0,
ORD1478,fee_variance,27677.95,27262.78,27262.78,0.0,
ORD1479,tds_deduction,3703.74,3628.93,3628.93,0.0,
ORD1480,duplicate_entry,3290.94,3225.12,3225.12,0.0,
ORD1481,clean,7818.68,7662.31,7662.31,0.0,
ORD1482,duplicate_credit,36285.27,35559.56,35559.56,0.0,
ORD1483,clean,4284.36,4198.67,4198.67,0.0,
ORD1484,clean,43722.66,42848.21,42848.21,0.0,
ORD1485,clean,28084.18,27522.5,27522.5,0.0,
